Book Name,Author,Rating,Number of Reviews,Price
"Rewire Your Anxious Brain: How to Use the Neuroscience of Fear to End Anxiety, Panic, and Worry",Catherine M. Pittman PhD,4.6,595.0,668
A Court of Wings and Ruin,Sarah J. Maas,4.8,4926.0,1055
"The 4 Pillar Plan: How to Relax, Eat, Move and Sleep Your Way to a Longer, Healthier Life",Dr Rangan Chatterjee,4.7,1174.0,615
Emma: An Audible Original Drama,Jane Austen,-1,,759
Fluent Forever: How to Learn Any Language Fast and Never Forget It,Gabriel Wyner,4.5,807.0,1172
The Effective Executive: Effektivität und Handlungsfähigkeit in der Führungsrolle gewinnen,Peter F. Drucker,5.0,3.0,793
Arabian Nights: Volume 1: An Audible Original Drama,Marty Ross,-1,,759
Cotillion,Georgette Heyer,4.6,451.0,751
The Surprise Birthday Gift,Shanaya Taneja,2.9,19.0,233
Mastery: The Keys to Success and Long-Term Fulfillment,George Leonard,4.5,476.0,351
"Surrounded by Idiots: The Four Types of Human Behaviour (or, How to Understand Those Who Cannot Be Understood)",Thomas Erikson,4.5,857.0,888
What Lies Between Us,John Marrs,4.6,816.0,844
"Dirty Girl Duet: The Dirty Girl Duet, Books 1 and 2",Meghan March,-1,,820
"The Best Poems of All Time, Volume 1",William Shakespeare,-1,,500
Brain Rules for Baby (Updated and Expanded): How to Raise a Smart and Happy Child from Zero to Five,John Medina,4.6,802.0,702
Seeing Like a State,James C. Scott,4.6,94.0,937
"The Black Company: Chronicles of The Black Company, Book 1",Glen Cook,4.1,267.0,836
How the Mind Works,Steven Pinker,4.3,273.0,1005
The Enchanted Hour: The Miraculous Power of Reading Aloud in the Age of Distraction,Meghan Cox Gurdon,4.8,74.0,421
Ramayana: An Ancient Indian Epic,Ayur Pulle,5.0,4.0,233
Brain Rules for Baby (Updated and Expanded): How to Raise a Smart and Happy Child from Zero to Five,John Medina,4.6,802.0,702
Seeing Like a State,James C. Scott,4.6,94.0,937
"The Black Company: Chronicles of The Black Company, Book 1",Glen Cook,4.1,267.0,836
How the Mind Works,Steven Pinker,4.3,273.0,1005
The Enchanted Hour: The Miraculous Power of Reading Aloud in the Age of Distraction,Meghan Cox Gurdon,4.8,74.0,421
Ramayana: An Ancient Indian Epic,Ayur Pulle,5.0,4.0,233
"Hello, Fears: Crush Your Comfort Zone and Become Who You're Meant to Be",Michelle Poler,4.9,297.0,702
My Side of the Mountain,Jean Craighead George,4.8,1058.0,754
Philosophia Ultima: The Upanishadic Universal Vision of Totality,Osho,5.0,1.0,569
HBR's 10 Must Reads on Sales: HBR's 10 Must Reads Series,Harvard Business Review,4.0,25.0,586
Addison Cooke and the Treasure of the Incas,Jonathan W. Stokes,4.7,170.0,1156
The Wall of Winnipeg and Me,Mariana Zapata,4.6,1195.0,1172
The Inimitable Jeeves,P. G. Wodehouse,4.8,7.0,493
The Carpet Weaver,Nemat Sadat,4.6,102.0,879
Mockingbird,Kathryn Erskine,4.7,422.0,586
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,4.5,1520.0,683
"The Art of Extraordinary Confidence: Your Ultimate Path to Love, Wealth, and Freedom",Dr. Aziz Gazipura PsyD,4.4,117.0,836
Geronimo Stilton #11 & #12,Geronimo Stilton,-1,,468
House of God,Samuel Shem,4.3,180.0,334
Such a Fun Age,Kiley Reid,4.3,2628.0,493
Where Good Ideas Come From: The Natural History of Innovation,Steven Johnson,4.4,334.0,879
Morning Star: Book III of the Red Rising Trilogy,Pierce Brown,4.8,3006.0,1055
Miracle Eyesight Method: The Natural Way to Heal and Improve Your Vision,Meir Schneider,-1,,586
"Get Rich, Lucky Bitch!: Release Your Money Blocks and Live a First-Class Life",Denise Duffield-Thomas,4.7,300.0,773
Verity,Colleen Hoover,4.6,5472.0,668
Better Vocabulary in 30 Minutes a Day: Better English Series,Edie Schwager,3.9,15.0,656
A History of the World,Andrew Marr,4.5,522.0,323
When the Body Says No: The Cost of Hidden Stress,Gabor Maté,4.7,1138.0,1219
"Hamlet: Shakespeare Appreciated (Unabridged, Dramatised, Commentary Options)",William Shakespeare,-1,,664
Big Potential: Five Secrets of Reaching Higher by Powering Those Around You,Shawn Achor,4.6,126.0,683
Moby Dick: The Whale,Herman Melville,4.3,3327.0,1338
Learn Hindi - Level 1: Introduction to Hindi: Volume 1: Lessons 1-25,Innovative Language Learning LLC,-1,,469
"The Big Fat Surprise: Why Butter, Meat, and Cheese Belong in a Healthy Diet",Nina Teicholz,4.7,1270.0,820
"Theft of Swords: Riyria Revelations, Volume 1",Michael J. Sullivan,4.5,1033.0,1407
Shogun: The Epic Novel of Japan,James Clavell,4.7,2157.0,1758
"Fresh Floods: Ponniyin Selvan, Book 1",Kalki R. Krishnamurthy,4.7,44.0,836
The Rule Breakers,Preeti Shenoy,4.2,434.0,836
David Attenborough - Life on Air: Memoirs of a Broadcaster,David Attenborough,4.7,358.0,1093
Affirmations for Self-Healing,J. Donald Walters,4.9,10.0,233
"Reclaim Your Brain: How to Calm Your Thoughts, Heal Your Mind, and Bring Your Life Back Under Control",Joseph A. Annibali MD,4.5,48.0,1005
It's All in the Planets,Preeti Shenoy,4.3,587.0,668
Objections: The Ultimate Guide for Mastering the Art and Science of Getting past No,Jeb Blount,4.7,171.0,469
Cognitive Behavioral Therapy: Techniques for Retraining Your Brain,Jason M. Satterfield,-1,,1171
E-Mail: A Write It Well Guide,Janis Fisher Chan,4.2,21.0,586
Creation: A Novel,Gore Vidal,4.3,40.0,1005
Lucid Dreaming: Gateway to the Inner Self,Robert Waggoner,4.6,234.0,1005
Rangeela Geedad,Gulzar,-1,,75
The 50th Law,Robert Greene,4.6,1300.0,626
The Switch,Beth O'Leary,4.6,630.0,759
"Gap Selling: Getting the Customer to Yes: How Problem-Centric Selling Increases Sales by Changing Everything You Know About Relationships, Overcoming Objections, Closing and Price",Keenan,4.7,229.0,668
The Ballad of Songbirds and Snakes: A Hunger Games Novel,Suzanne Collins,4.6,6326.0,703
Fifty Shades Freed: Book Three of the Fifty Shades Trilogy,E. L. James,4.4,17551.0,1093
Thinking for a Change: 11 Ways Highly Successful People Approach Life and Work,John C. Maxwell,4.5,119.0,469
Nature's Best Hope: A New Approach to Conservation that Starts in Your Yard,Douglas W. Tallamy,4.8,267.0,1172
Leading an Inspired Life,Jim Rohn,4.9,94.0,836
Business Intelligence for Dummies,Swain Scheps,4.1,59.0,703
Blueprint: The Evolutionary Origins of a Good Society,Nicholas A. Christakis,4.6,156.0,1673
The Pleasure Trap: Mastering the Hidden Force That Undermines Health & Happiness,Douglas J. Lisle,4.6,522.0,668
Mansfield Park (Naxos Edition),Jane Austen,4.3,1602.0,1003
Leave it to Psmith,P. G. Wodehouse,4.4,198.0,653
Six Days of War: June 1967 and the Making of the Modern Middle East,Michael B. Oren,4.6,462.0,1003
"Building Resilience in Children and Teens, 4th Edition: Giving Kids Roots and Wings",Kenneth R. Ginsburg,4.8,51.0,398
Cosmos: Possible Worlds,Ann Druyan,4.9,125.0,938
Target 3 Billion: PURA: Innovative Solutions Towards Sustainable Development,APJ Abdul Kalam,4.7,99.0,879
"The Simulation Hypothesis: An MIT Computer Scientist Shows Why AI, Quantum Physics, and Eastern Mystics All Agree We Are in a Video Game",Rizwan Virk,4.4,158.0,668
The Giver of Stars,Jojo Moyes,4.6,7317.0,1093
Hood Feminism: Notes from the Women White Feminists Forgot,Mikki Kendall,4.6,60.0,759
Scaling Leadership: Building Organizational Capability and Capacity to Create Outcomes that Matter Most,Robert J. Anderson,4.5,34.0,703
Radical Compassion: Learning to Love Yourself and Your World with the Practice of RAIN,Tara Brach,4.8,267.0,888
The Black Book,Orhan Pamuk,3.9,33.0,759
"Beyond Biocentrism: Rethinking Time, Space, Consciousness, and the Illusion of Death",Robert Lanza,4.4,427.0,668
Mere Sapnon ka Bharat [India of My Dreams],Mohandas K. Gandhi,4.4,24.0,836
"House of Earth and Blood: The Crescent City, Book 1",Sarah J. Maas,4.7,3293.0,873
Trade Wars Are Class Wars: How Rising Inequality Distorts the Global Economy and Threatens International Peace,Matthew C. Klein,4.6,54.0,586
"Positive Discipline Parenting Tools: The 49 Most Effective Methods to Stop Power Struggles, Build Communication, and Raise Empowered, Capable Kids",Jane Nelsen Ed.D.,4.8,42.0,1005
The Three Laws of Performance: : Rewriting the Future of Your Organization and Your Life,Steve Zaffron,4.6,289.0,703
Permission to Screw Up: How I Learned to Lead by Doing (Almost) Everything Wrong,Kristen Hadeed,4.8,102.0,879
Patience and Sarah,Isabel Miller,4.6,37.0,668
"Rising Tides: The Chesapeake Bay Saga, Book 2",Nora Roberts,4.7,490.0,609
"Zak George's Guide to a Well-Behaved Dog: Proven Solutions to the Most Common Training Problems for All Ages, Breeds, and Mixes",Zak George,4.7,487.0,879
Patience and Sarah,Isabel Miller,4.6,37.0,668
"Rising Tides: The Chesapeake Bay Saga, Book 2",Nora Roberts,4.7,490.0,609
"Zak George's Guide to a Well-Behaved Dog: Proven Solutions to the Most Common Training Problems for All Ages, Breeds, and Mixes",Zak George,4.7,488.0,879
Creating True Prosperity,Shakti Gawain,4.9,18.0,421
101 Jungle Stories,Om Books International,3.9,47.0,233
Napoleon Hill's Outwitting the Devil: The Secret to Freedom and Success,Napoleon Hill,4.7,1074.0,586
Holes,Louis Sachar,4.7,4301.0,417
The Power of Intention: Learning to Co-Create Your World Your Way,Dr. Wayne W. Dyer,4.7,1092.0,562
The Power of Body Language: An Ex-FBI Agent's System for Speed-Reading People,Joe Navarro,4.6,12.0,1439
How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren PhD,4.4,129.0,1008
Competitive Strategy: What Is Strategy,Michael Porter,-1,,93
Deng Xiaoping: A Revolutionary Life,Alexander V. Pantsov,-1,,1170
"The Third Wheel: Diary of a Wimpy Kid, Book 7",Jeff Kinney,4.6,6040.0,410
"The Tantra Experience (The Tantra Vision, Vol. 1): Evolution Through Love",Osho,4.3,30.0,351
The Rider,Tim Krabbé,4.7,287.0,417
The Housekeeper: A Twisted Psychological Thriller,Natalie Barelli,4.4,1699.0,1172
"The Tantra Experience (The Tantra Vision, Vol. 1): Evolution Through Love",Osho,4.3,30.0,351
The Rider,Tim Krabbé,4.7,287.0,417
The Housekeeper: A Twisted Psychological Thriller,Natalie Barelli,4.4,1699.0,1172
Brain Boosters: 20 Minutes a Day to a More Powerful Intelligence,Win Wenger PH.D,-1,,1774
Teachings of the Buddha: Revised and Expanded,Jack Kornfield (editor),4.6,154.0,100
James and the Giant Peach,Roald Dahl,4.7,1679.0,615
Mere Christianity,C.S. Lewis,4.7,4549.0,585
Iron Crowne,CD Reiss,4.6,101.0,668
It's Not Your Money: How to Live Fully from Divine Abundance,Tosha Silver,4.8,464.0,668
A Thing Beyond Forever: The reward for every true love is not love…,Novoneel Chakraborty,4.2,198.0,668
Twelve Against the Gods,William Bolitho,4.0,37.0,873
"Risk Management, Fifth Edition: Concepts and Guidance",Carl L. Pritchard PMP PMI-RMP EVP,3.9,20.0,586
The Kiss Quotient: A Novel,Helen Hoang,4.4,1241.0,1172
"The Secret of Happiness: Discovering the Source of Contentment, Peace, and Joy",Eckhart Tolle,5.0,4.0,410
The Culture Code: The Secrets of Highly Successful Groups,Daniel Coyle,4.7,1203.0,569
Nine Perfect Strangers,Liane Moriarty,3.9,4085.0,1328
Chaurahe Par Seedhiyan,Kishore Choudhary,4.3,20.0,668
Convenience Store Woman,Sayaka Murata,4.3,633.0,434
Exploring the World of Lucid Dreaming,Stephen LaBerge PhD,4.6,374.0,586
Gold,E.J. Noyes,4.7,73.0,703
The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,4.6,250.0,586
Veerappan: Chasing the Brigand,K. Vijay Kumar,4.7,544.0,668
Ayurveda: Natural Health Practices for Your Body Type From the World's Oldest Healing Tradition,Vasant Lad,5.0,5.0,656
Myth=Mithya,Devdutt Pattanaik,4.3,552.0,754
Nice Girls Don't Get the Corner Office: Unconscious Mistakes Women Make That Sabotage Their Careers (A Nice Girls Book),Lois P. Frankel,4.5,476.0,500
"If You're Not First, You're Last: Sales Strategies to Dominate Your Market and Beat Your Competition",Grant Cardone,4.7,253.0,820
The Dalai Lama's Cat + The Dalai Lama's Cat: Guided Meditations,David Michie,4.7,2028.0,1063
The Zoya Factor,Anuja Chauhan,4.0,135.0,836
How Proust Can Change Your Life,Alain de Botton,4.3,235.0,937
Mini Habits for Weight Loss: Stop Dieting. Form New Habits. Change Your Lifestyle Without Suffering.,Stephen Guise,4.5,498.0,836
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis MD,4.4,6555.0,702
"Investment Banking (3rd Edition): Valuation, LBOs, M&A, and IPOs",Joshua Rosenbaum,4.4,117.0,1055
Walk the Wire,David Baldacci,4.6,465.0,323
Karma Sutra (Hindi Edition): Karma Ke Siddhanton Ki Vivechana (Hingori Sutras),Hingori,4.1,4.0,501
Forever My Saint: A Dark Romance,Monica James,4.6,44.0,836
"The Feynman Lectures on Physics: Volume 9, Basic Concepts in Classical Physics",Richard P. Feynman,-1,,938
How to Raise Successful People: Simple Lessons for Radical Results,Esther Wojcicki,4.5,227.0,752
"To Sell Is Human: The Surprising Truth about Persuading, Convincing and Influencing Others",Daniel H. Pink,4.4,1029.0,683
"The Little Book of Valuation: How to Value a Company, Pick a Stock and Profit",Aswath Damodaran,4.2,212.0,469
India: From Midnight to the Millennium and Beyond,Shashi Tharoor,4.4,120.0,879
"The Gifts of Imperfect Parenting: Raising Children with Courage, Compassion, and Connection",Brené Brown PhD,4.8,141.0,328
Realizing the Power of Now: An In-Depth Retreat with Eckhart Tolle,Eckhart Tolle,4.6,13.0,1406
101 Best Indian Fables for Children,Stuti Gupta,3.7,23.0,233
The Billionaire's Secret Heart,Ivy Layne,4.3,771.0,233
Good Strategy/Bad Strategy: The Difference and Why It Matters,Richard Rumelt,4.5,599.0,1131
Traction: Get a Grip on Your Business,Gino Wickman,4.7,1405.0,668
The Hitchhiker's Guide to the Galaxy: The Primary Phase (Dramatised),Douglas Adams,4.7,79.0,615
"Persuader: Jack Reacher, Book 7",Lee Child,4.6,4127.0,1093
Self-Healing: Creating Your Health,Louise L. Hay,4.4,47.0,257
"Cinder: The Lunar Chronicles, Book 1",Marissa Meyer,4.6,3159.0,1063
An Introduction to Buddhism,Dalai Lama,4.7,64.0,445
Why I Love Singlehood: A Novel,Elisa Lorello,4.0,239.0,352
Solve for Happy: Engineer Your Path to Joy,Mo Gawdat,4.5,476.0,323
A Political History of the World: Three Thousand Years of War and Peace (A Pelican Book),Jonathan Holslag,4.4,28.0,820
168 Hours: You Have More Time Than You Think,Laura Vanderkam,4.3,195.0,844
The Tapping Solution: A Revolutionary System for Stress-Free Living,Nick Ortner,4.6,1270.0,937
Sales Revelation: Best of 45 Master Courses Reveals the Final Word in Sales,Brian Tracy,-1,,2008
Message in a Bottle: Booktrack Edition,Nicholas Sparks,4.6,579.0,500
"The Second Machine Age: Work, Progress, and Prosperity in a Time of Brilliant Technologies",Erik Brynjolfsson,4.4,772.0,703
I Dared to Call Him Father: The Miraculous Story of a Muslim Woman’s Encounter with God,Bilquis Sheikh,4.9,735.0,702
Lost and Founder,Rand Fishkin,4.7,155.0,683
Magnus Chase and the Hammer of Thor,Rick Riordan,4.6,496.0,888
Hippie,Paulo Coelho,4.2,511.0,683
"The Elephant, the Tiger and the Cellphone: Reflections on India, the Emerging 21st-Century Power",Shashi Tharoor,4.1,11.0,1382
I Dared to Call Him Father: The Miraculous Story of a Muslim Woman’s Encounter with God,Bilquis Sheikh,4.9,735.0,702
Lost and Founder,Rand Fishkin,4.7,155.0,683
Magnus Chase and the Hammer of Thor,Rick Riordan,4.6,496.0,888
Hippie,Paulo Coelho,4.2,511.0,683
"The Elephant, the Tiger and the Cellphone: Reflections on India, the Emerging 21st-Century Power",Shashi Tharoor,4.1,11.0,1382
"Hal Koerner's Field Guide to Ultrarunning: Training for an Ultramarathon, from 50K to 100 Miles and Beyond",Hal Koerner,4.5,281.0,586
"Energy Medicine: Balancing Your Body's Energies for Optimal Health, Joy, and Vitality",Donna Eden,4.7,779.0,1055
"The Princess in Black and the Bathtime Battle: Princess in Black, Book 7",Shannon Hale,4.9,422.0,352
Sleep Programming High Achievers,Dick Sutphen,-1,,1439
Buy Signals Sell Signals: Strategic Stock Market Entries and Exits,Steve Burns,3.9,76.0,233
Growth: From Microorganisms to Megacities,Vaclav Smil,4.5,134.0,820
My Life with the Chimpanzees,Jane Goodall,4.6,170.0,500
Emma [Naxos Edition],Jane Austen,4.3,2006.0,1003
The Four-Day Workweek,Robert Grosse,3.4,2.0,469
Age of Myth: Book One of The Legends of the First Empire,Michael J. Sullivan,4.5,805.0,1172
The Death of Ivan Ilyich: A Leo Tolstoy Short Story,Leo Tolstoy,4.4,173.0,333
Buy Signals Sell Signals: Strategic Stock Market Entries and Exits,Steve Burns,3.9,76.0,233
Growth: From Microorganisms to Megacities,Vaclav Smil,4.5,134.0,820
My Life with the Chimpanzees,Jane Goodall,4.6,170.0,500
Emma [Naxos Edition],Jane Austen,4.3,2006.0,1003
The Four-Day Workweek,Robert Grosse,3.4,2.0,469
Age of Myth: Book One of The Legends of the First Empire,Michael J. Sullivan,4.5,805.0,1172
The Death of Ivan Ilyich: A Leo Tolstoy Short Story,Leo Tolstoy,4.4,173.0,333
Memories of My Melancholy Whores,Gabriel García Márquez,4.3,181.0,585
On Writing Well: Audio Collection,William Zinsser,4.6,1399.0,4445
Medical Medium Celery Juice: The Most Powerful Medicine of Our Time Healing Millions Worldwide,Anthony William,4.7,3419.0,586
Winning,Jack Welch,4.6,503.0,13345
The Great Railway Bazaar,Paul Theroux,4.2,237.0,759
The Shadow Wife,Diane Chamberlain,4.5,286.0,938
Dubliners: Penguin Classics,James Joyce,4.7,8.0,683
30 Lessons for Living: Tried and True Advice from the Wisest Americans,Karl Pillemer Ph.D.,4.4,248.0,820
Dating Essentials for Men: The Only Dating Guide You Will Ever Need,Dr. Robert Glover,4.6,93.0,586
HBR's 10 Must Reads for New Managers,Harvard Business Review,4.6,90.0,668
Lean Analytics: Use Data to Build a Better Startup Faster,Alistair Croll,4.5,212.0,703
The Race of My Life: An Autobiography,Milkha Singh,4.6,113.0,501
The Warren Buffett Portfolio: Mastering the Power of the Focus Investment Strategy,Robert G. Hagstrom,4.6,11.0,702
Gitanjali,Rabindranath Tagore,4.4,432.0,562
Expert Secrets: The Underground Playbook for Creating a Mass Movement of People Who Will Pay for Your Advice,Russell Brunson,4.7,168.0,586
Percy Jackson and the Greek Gods,Rick Riordan,4.7,1652.0,888
Silent House,Orhan Pamuk,3.9,69.0,607
"The Pillars of the Earth: The Kingsbridge Novels, Book 1",Ken Follett,4.6,6915.0,323
Ahimsa,Supriya Kelkar,4.6,84.0,586
The Other Side of Midnight,Sidney Sheldon,4.4,541.0,937
Homer Box Set: Iliad & Odyssey,Anthony Heald,-1,,632
Star Wars: Ahsoka,E. K. Johnston,4.6,2220.0,1256
Quantum Physics: What Everyone Needs to Know,Michael G. Raymer,4.6,75.0,586
